RA,DEC,kic_kepler_id,Tef,logg,[Fe/H],m_g,dist(pc),M_g,BC,M_bol,L,e_L,R,e_R,M,e_M
284.784448488,44.11066184510001,8217816,5515.0,4.4,-0.26,16.8785133,1996.11023,5.38,0.034,5.41,0.54,0.01,0.81,0.01,0.93,0.06
284.799748277,44.192185146199996,8217843,5916.0,4.12,-0.22,16.2680531,3077.58594,3.83,0.079,3.91,2.15,0.04,1.4,0.02,1.14,0.07
284.805754885,44.12543115890001,8217851,6495.0,4.17,-0.62,15.8641872,2746.70435,3.67,0.076,3.75,2.5,0.05,1.25,0.02,1.17,0.07
284.812799013,44.1625716559,8217862,5802.0,4.18,-0.27,16.8067818,3498.4890100000002,4.09,0.051,4.14,1.74,0.04,1.31,0.01,1.07,0.07
284.81852199900004,44.17027287770001,8217873,5591.0,4.27,-0.49,17.055221600000007,2490.7561,5.07,0.034,5.11,0.71,0.01,0.9,0.01,0.93,0.06
284.826440008,44.1303676547,8217885,5367.0,4.39,0.09,15.7766848,1217.5833699999996,5.35,0.025,5.37,0.56,0.01,0.87,0.01,0.97,0.06
284.83228173,44.149575401899995,8217894,5822.0,4.12,-0.33,16.4229603,3421.18848,3.75,0.051,3.8,2.37,0.05,1.52,0.02,1.09,0.07
284.832633273,44.10203482560001,8217895,5985.0,4.18,-0.56,16.9564819,2848.84204,4.68,0.054,4.74,1.0,0.02,0.93,0.01,1.05,0.07
284.837897838,44.1076122213,8217905,5837.0,4.21,-0.68,17.3144703,4224.26953,4.19,0.051,4.24,1.59,0.03,1.24,0.01,0.97,0.06
284.847593045,44.1488791747,8217923,5784.0,4.13,0.01,14.3971739,1218.77917,3.97,0.075,4.04,1.9,0.04,1.38,0.01,1.16,0.07
284.872364843,44.1704007898,8217961,5935.0,4.07,-0.39,15.6229658,2437.39307,3.69,0.054,3.74,2.51,0.05,1.5,0.02,1.13,0.07
284.887854866,44.167045371,8217990,5854.0,4.09,-0.3,15.155092199999999,1744.17932,3.95,0.051,4.0,1.98,0.04,1.37,0.01,1.12,0.07
284.896864926,44.188711726499996,8218003,5409.0,4.47,-0.27,16.3448887,1593.73047,5.33,0.034,5.37,0.56,0.01,0.86,0.01,0.89,0.06
284.89839376,44.1514496229,8218005,5464.0,4.21,-0.17,16.6796207,3158.6958,4.18,0.056,4.24,1.59,0.03,1.41,0.01,0.99,0.06
284.91308483299997,44.1159511651,8218022,5205.0,3.84,-0.3,16.0722237,3485.9252899999997,3.36,0.017,3.38,3.51,0.07,2.31,0.02,1.05,0.07
284.916831,44.1054059067,8218030,5748.0,4.1,-0.29,16.4424267,3125.688480000001,3.97,0.049,4.02,1.95,0.04,1.41,0.01,1.09,0.07
284.91838053099997,44.1512764662,8218032,5776.0,4.11,-0.48,16.4946098,2647.3547399999998,4.38,0.051,4.43,1.33,0.03,1.15,0.01,1.04,0.07
284.919295743,44.1748759572,8218035,6508.0,4.17,-0.44,16.4285812,3776.2595200000014,3.54,0.079,3.62,2.8,0.06,1.32,0.02,1.22,0.08
284.930113083,44.198075634700004,8218047,6311.0,4.18,-0.66,17.1128464,6998.5986299999995,2.89,0.069,2.96,5.17,0.1,1.91,0.03,1.11,0.07
284.933296685,44.142738861400005,8218051,5385.0,4.41,-0.48,15.916604999999999,1260.57495,5.41,0.034,5.45,0.52,0.01,0.83,0.01,0.85,0.05
284.934612054,44.1002199709,8218053,6211.0,4.01,0.09,14.0803471,1905.4187,2.68,0.1,2.78,6.08,0.12,2.14,0.03,1.38,0.09
284.939066228,44.1371571681,8218057,5561.0,4.33,-0.12,15.992561300000002,1591.5101300000001,4.98,0.054,5.04,0.76,0.02,0.94,0.01,0.99,0.06
284.942226057,44.153572903900006,8218061,5017.0,4.56,-0.15,16.4846153,1480.6104699999999,5.63,-0.005,5.63,0.44,0.01,0.88,0.01,0.8,0.05
284.943989185,44.1363585439,8218064,5318.0,4.58,-0.04,15.8695145,1015.4231599999999,5.84,0.023,5.86,0.36,0.01,0.71,0.01,0.89,0.06
284.947485047,44.1912062485,8218069,6639.0,4.14,-0.52,14.1850481,1852.49548,2.85,0.081,2.93,5.31,0.11,1.75,0.03,1.25,0.08
284.948802318,44.1849395316,8218072,5872.0,4.1,-0.38,14.834010099999999,1528.22705,3.91,0.051,3.96,2.04,0.04,1.38,0.01,1.1,0.07
284.94949125700003,44.1351723972,8218073,5393.0,3.88,-0.26,16.4619122,4003.19336,3.45,0.036,3.49,3.17,0.06,2.05,0.02,1.1,0.07
284.951272168,44.1165133812,8218076,6231.0,4.17,-0.47,14.735386800000002,1470.58521,3.9,0.067,3.97,2.04,0.04,1.23,0.02,1.14,0.07
284.951752214,44.1011222267,8218077,5994.0,4.16,0.06,14.615988699999999,1501.4379900000001,3.73,0.079,3.81,2.35,0.05,1.43,0.02,1.23,0.08
284.95675598400004,44.1752272888,8218085,5170.0,3.53,-0.45,15.5044622,3103.03076,3.05,0.024,3.07,4.66,0.09,2.7,0.02,1.2,0.08
284.961534376,44.1622229329,8218096,5866.0,4.09,-0.76,16.125432999999994,3057.21436,3.7,0.024,3.72,2.55,0.05,1.55,0.02,1.01,0.06
284.966538945,44.1353520303,8218108,5200.0,4.54,-0.1,15.9304523,1266.53467,5.42,0.023,5.44,0.52,0.01,0.89,0.01,0.86,0.06
284.968056289,44.1276492362,8218113,5480.0,4.4,0.05,16.38871,1558.20801,5.43,0.054,5.48,0.51,0.01,0.79,0.01,0.99,0.06
284.968893177,44.19753641720001,8218114,5742.0,4.14,-0.35,16.362447699999993,2911.3859899999998,4.04,0.049,4.09,1.82,0.04,1.37,0.01,1.05,0.07
284.983230627,44.1031247481,8218137,5571.0,3.97,-1.15,17.0784855,5949.30078,3.21,0.015,3.22,4.05,0.08,2.17,0.02,0.9,0.06
284.992678996,44.1902102734,8218155,6233.0,4.1,-0.31,14.289230300000002,1538.224,3.35,0.067,3.42,3.37,0.07,1.58,0.02,1.22,0.08
284.999136179,44.183919993900005,8218163,6331.0,4.17,-0.91,16.8897781,3462.0681200000013,4.19,0.047,4.24,1.58,0.03,1.05,0.02,1.05,0.07
285.01208458900004,44.1292271457,8218181,5550.0,3.83,-0.07,14.4693375,1795.0939899999994,3.2,0.056,3.25,3.93,0.08,2.15,0.02,1.23,0.08
285.01786458,44.1497395945,8218190,5273.0,3.74,-0.27,13.966172199999995,1437.0094,3.18,0.024,3.2,4.12,0.08,2.44,0.02,1.14,0.07
285.03592774099997,44.129446525,8218220,5873.0,4.18,-0.72,16.570509,2906.37158,4.25,0.051,4.31,1.49,0.03,1.18,0.01,0.98,0.06
285.044990179,44.179714313999995,8218238,4965.0,3.28,0.11,14.699380900000001,2936.90967,2.36,0.005,2.37,8.91,0.18,4.05,0.02,1.5,0.1
285.047888093,44.1301357376,8218246,5695.0,4.09,-0.1,16.359329199999998,3502.16284,3.64,0.075,3.71,2.58,0.05,1.65,0.02,1.12,0.07
285.050130496,44.135975565699994,8218251,5758.0,4.12,-0.28,16.3254852,2703.08691,4.17,0.051,4.22,1.62,0.03,1.28,0.01,1.08,0.07
285.051684137,44.1038454674,8218255,5909.0,4.11,-0.32,16.8294506,3255.68188,4.27,0.054,4.32,1.47,0.03,1.16,0.01,1.12,0.07
285.052325961,44.1212750142,8218256,5705.0,4.27,-0.08,16.0823345,1926.17529,4.66,0.073,4.73,1.01,0.02,1.03,0.01,1.06,0.07
285.059597456,44.1169905521,8218267,5629.0,4.33,-0.42,16.5097675,1822.6776100000002,5.21,0.046,5.25,0.62,0.01,0.83,0.01,0.94,0.06
285.066337915,44.1176876996,8218279,5649.0,4.0,-0.39,16.0311699,2644.41406,3.92,0.049,3.97,2.04,0.04,1.49,0.01,1.08,0.07
285.073715132,44.17250762649999,8218290,5676.0,4.17,-0.31,17.1002579,3280.35229,4.52,0.049,4.57,1.17,0.02,1.12,0.01,1.03,0.07
285.083422039,44.1154230351,8218313,4963.0,2.38,-0.57,13.5557747,3880.8627899999997,0.61,0.0,0.61,44.81,0.91,9.08,0.05,2.55,0.16
285.09300076700004,44.1856217854,8218324,4922.0,3.21,-0.07,14.5570326,2699.4624,2.4,0.009,2.41,8.55,0.17,4.03,0.02,1.5,0.1
285.098472295,44.1259734815,8218336,5695.0,4.32,-0.39,15.5313663,1241.23621,5.06,0.046,5.11,0.71,0.01,0.87,0.01,0.97,0.06
285.103613497,44.1311437022,8218346,6032.0,4.15,-1.27,15.7398291,1753.0103800000006,4.52,0.004,4.52,1.22,0.02,1.01,0.01,0.91,0.06
285.104673064,44.1008216953,8218351,4951.0,3.56,-0.02,14.9421434,2386.02075,3.05,0.004,3.06,4.71,0.1,2.96,0.02,1.21,0.08
285.114113837,44.1569087432,8218371,5680.0,4.2,-0.52,16.6419468,2675.27637,4.51,0.049,4.55,1.19,0.02,1.13,0.01,0.97,0.06
285.114769132,44.1744478969,8218373,5351.0,3.91,-0.32,16.5560856,4413.55566,3.33,0.018,3.35,3.6,0.07,2.21,0.02,1.05,0.07
285.116739204,44.1054114729,8218374,5826.0,4.18,-0.05,15.251912099999998,1580.9211400000006,4.26,0.075,4.33,1.46,0.03,1.19,0.01,1.14,0.07
285.128349686,44.1946788013,8218389,5773.0,4.1,0.02,14.0367908,1028.07959,3.98,0.075,4.05,1.89,0.04,1.38,0.01,1.18,0.08
285.12968712599996,44.148207687299994,8218391,5824.0,4.27,-0.53,16.5842323,2118.25928,4.95,0.048,5.0,0.79,0.02,0.87,0.01,0.99,0.06
285.14553335799997,44.169397209399996,8218421,5953.0,4.09,-1.13,16.6162148,3672.1967799999998,3.79,0.028,3.82,2.33,0.05,1.44,0.02,0.94,0.06
285.16557942,44.1782403583,8218453,6013.0,4.18,-0.96,16.949155800000003,2630.4292,4.85,0.028,4.88,0.88,0.02,0.87,0.01,0.96,0.06
285.184145508,44.1516799562,8218487,5347.0,3.47,-0.55,14.0530014,2154.87915,2.39,0.024,2.41,8.55,0.17,3.42,0.03,1.28,0.08
285.190662416,44.1242353687,8218492,5706.0,4.12,-0.32,15.4087114,1910.70642,4.0,0.049,4.05,1.89,0.04,1.41,0.01,1.06,0.07
285.195555126,44.1146189291,8218500,5457.0,4.29,0.34,14.017375,660.694153,4.92,0.073,4.99,0.79,0.02,1.0,0.01,1.09,0.07
285.19912502200003,44.197265208900006,8218508,5573.0,4.22,0.21,14.6353636,1031.4000199999996,4.57,0.056,4.62,1.11,0.02,1.13,0.01,1.11,0.07
285.201420427,44.1562726591,8218510,6556.0,4.05,-0.05,14.0557261,1614.23828,3.02,0.109,3.12,4.43,0.09,1.64,0.03,1.42,0.09
285.203115711,44.1653370441,8218516,4193.0,4.7,-0.19,13.9990845,202.67952,7.47,-0.253,7.21,0.1,0.0,0.61,0.0,0.58,0.04
285.217987117,44.173417388100006,8218533,5708.0,4.31,-0.2,16.7169361,2203.94385,5.0,0.073,5.07,0.74,0.01,0.88,0.01,1.02,0.07
285.231384663,44.1890393316,8218552,6074.0,4.18,-0.56,16.3706837,2649.47217,4.25,0.054,4.31,1.49,0.03,1.1,0.01,1.07,0.07
285.23344505200004,44.1695709142,8218555,5868.0,4.28,-0.6,14.886598600000001,982.7529300000001,4.92,0.048,4.97,0.81,0.02,0.87,0.01,0.98,0.06
285.235332915,44.15110590720001,8218560,5863.0,4.27,-0.61,15.953563699999998,1812.1744399999998,4.66,0.048,4.71,1.03,0.02,0.98,0.01,0.98,0.06
285.244494352,44.1257078087,8218573,5885.0,4.16,-0.71,16.801403,2998.74341,4.42,0.054,4.47,1.28,0.03,1.09,0.01,1.0,0.06
285.271989578,44.1813166864,8218620,5477.0,4.34,-0.35,16.624155,1985.03137,5.14,0.034,5.17,0.67,0.01,0.91,0.01,0.92,0.06
285.279780546,44.168799481899995,8218631,6006.0,4.16,-0.69,16.4677334,2537.95483,4.45,0.054,4.5,1.25,0.03,1.03,0.01,1.03,0.07
285.28282423,44.1448085935,8218639,5540.0,4.37,0.03,16.3426723,1686.75208,5.21,0.054,5.26,0.62,0.01,0.86,0.01,1.01,0.06
285.291058805,44.1524867213,8218654,5642.0,4.31,0.16,14.712750400000001,942.161316,4.84,0.073,4.91,0.85,0.02,0.97,0.01,1.09,0.07
285.294894369,44.1716527616,8218658,5764.0,4.29,-0.19,15.2374706,1260.23071,4.74,0.073,4.81,0.94,0.02,0.97,0.01,1.04,0.07
285.319241757,44.1366887439,8218714,5631.0,4.39,-0.52,16.7199135,1937.3229999999999,5.28,0.046,5.33,0.58,0.01,0.8,0.01,0.91,0.06
285.33984277,44.177116335,8218743,5876.0,3.94,-0.24,15.319034599999998,2720.06836,3.15,0.079,3.23,4.03,0.08,1.94,0.02,1.22,0.08
285.34039016,44.193187455600004,8218744,6027.0,4.09,-0.41,15.8651609,3077.82861,3.42,0.054,3.48,3.2,0.06,1.64,0.02,1.14,0.07
285.359850645,44.1312302814,8218763,7369.0,4.09,-0.77,16.5515671,9319.55273,1.7,0.066,1.77,15.41,0.31,2.41,0.06,1.39,0.09
285.371800584,44.1300213834,8218780,4816.0,4.65,-0.0,16.0843315,1011.08514,6.06,-0.054,6.01,0.31,0.01,0.8,0.0,0.76,0.05
285.374756604,44.1558101676,8218785,5653.0,4.03,-0.03,14.485609099999998,1321.354,3.88,0.075,3.96,2.06,0.04,1.5,0.01,1.16,0.07
285.392227178,44.12669430850001,8218805,5459.0,4.35,-0.23,15.4950209,1206.63745,5.09,0.054,5.14,0.69,0.01,0.93,0.01,0.94,0.06
285.400443563,44.1065124929,8218812,5571.0,4.1,-0.7,16.7615566,3457.1450200000004,4.07,0.036,4.1,1.8,0.04,1.44,0.01,0.94,0.06
285.421777099,44.1565810588,8218840,5674.0,4.35,-0.22,14.927609400000001,960.5277710000001,5.02,0.073,5.09,0.73,0.01,0.88,0.01,0.99,0.06
285.424908428,44.145031324499996,8218847,5789.0,4.27,-0.56,16.668726,2145.0686,5.01,0.048,5.06,0.74,0.02,0.86,0.01,0.97,0.06
285.429800537,44.1206736437,8218852,6307.0,4.17,-0.38,15.6155128,2364.9751,3.75,0.069,3.82,2.34,0.05,1.29,0.02,1.18,0.08
285.434605467,44.1021852898,8218857,5854.0,4.14,-0.42,17.119733800000002,3742.29712,4.25,0.051,4.31,1.49,0.03,1.19,0.01,1.07,0.07
285.436268973,44.1371326979,8218860,6002.0,4.13,-0.12,15.686489100000001,2269.85181,3.91,0.079,3.99,2.0,0.04,1.31,0.02,1.19,0.08
285.449686607,44.1832568785,8218887,6437.0,4.18,-0.37,16.2323551,3253.5615199999997,3.67,0.076,3.75,2.5,0.05,1.27,0.02,1.22,0.08
285.454096843,44.1219708867,8218894,5934.0,4.24,-0.31,15.4332294,1475.39771,4.59,0.054,4.64,1.09,0.02,0.99,0.01,1.08,0.07
285.460785506,44.1513494984,8218908,5449.0,4.48,-0.33,16.580614100000002,1778.18652,5.33,0.034,5.36,0.56,0.01,0.84,0.01,0.88,0.06
285.462396648,44.1712601364,8218910,6024.0,3.94,-0.26,14.5886669,6753.46777,0.44,0.054,0.5,49.87,1.01,6.5,0.08,1.26,0.08
285.465640349,44.18454273800001,8218913,5477.0,3.87,-0.01,14.7856522,1934.23755,3.35,0.056,3.41,3.41,0.07,2.06,0.02,1.2,0.08
285.47143419400004,44.1585744063,8218922,4627.0,4.66,-0.27,14.452152300000002,530.417542,5.83,-0.044,5.79,0.38,0.01,0.96,0.0,0.67,0.04
285.49064364099996,44.1136036999,8218954,5947.0,4.25,-0.44,14.8531637,1131.03772,4.59,0.054,4.64,1.1,0.02,0.99,0.01,1.04,0.07
285.493250559,44.1636953231,8218955,5857.0,4.23,-0.76,16.736535999999994,2278.79443,4.95,0.024,4.97,0.81,0.02,0.88,0.01,0.95,0.06
285.493792029,44.1471928587,8218957,5875.0,4.08,-0.61,16.677770600000002,3528.8264200000012,3.94,0.054,3.99,1.99,0.04,1.36,0.01,1.05,0.07
285.50034595200003,44.1116860567,8218967,5706.0,4.19,-0.29,15.2509804,1650.91687,4.16,0.049,4.21,1.63,0.03,1.31,0.01,1.04,0.07
285.513552149,44.1801427148,8218987,4974.0,3.49,-0.08,15.8394117,5318.47314,2.21,0.005,2.22,10.22,0.21,4.32,0.02,1.26,0.08
285.51414460000007,44.10759630850001,8218991,5298.0,4.55,-0.01,15.236580800000002,851.902283,5.58,0.023,5.61,0.45,0.01,0.8,0.01,0.9,0.06
285.519214408,44.1871365103,8219003,5351.0,4.04,-0.6,16.788726800000006,2597.68042,4.72,0.017,4.73,1.01,0.02,1.17,0.01,0.93,0.06
285.52368239999987,44.1077596882,8219009,5376.0,4.49,-0.24,14.770082500000001,758.3757320000003,5.37,0.054,5.42,0.53,0.01,0.84,0.01,0.88,0.06
285.526485756,44.188355009,8219011,5746.0,3.95,-0.97,17.110691100000004,5015.984860000001,3.61,0.023,3.63,2.77,0.06,1.69,0.02,0.99,0.06
285.529879851,44.1278457867,8219018,5619.0,4.2,-0.37,16.7940979,3682.6220700000003,3.96,0.036,4.0,1.98,0.04,1.49,0.01,0.99,0.06
285.530537947,44.198650908599994,8219019,5926.0,4.1,-0.46,17.046873100000006,3785.7919899999997,4.16,0.054,4.21,1.63,0.03,1.21,0.01,1.09,0.07
285.53778476,44.170645686499995,8219030,5018.0,4.6,-0.02,15.4450731,837.353699,5.83,-0.005,5.83,0.37,0.01,0.81,0.0,0.82,0.05
285.544692231,44.1354509666,8219042,5829.0,4.18,-0.09,15.2432775,1764.1704100000006,4.01,0.075,4.09,1.83,0.04,1.33,0.01,1.13,0.07
285.567430747,44.159476831999996,8219071,6021.0,4.16,-0.29,15.919260999999999,2592.08667,3.85,0.054,3.91,2.16,0.04,1.35,0.02,1.14,0.07
285.57067858799996,44.17014499720001,8219075,5961.0,4.15,-0.79,17.2704315,3940.3642600000003,4.29,0.028,4.32,1.47,0.03,1.14,0.01,1.0,0.06
285.573811234,44.1953484001,8219079,4764.0,4.66,-0.12,15.382694199999998,667.693176,6.26,-0.054,6.21,0.26,0.01,0.75,0.0,0.73,0.05
285.579763007,44.143160459300006,8219097,6231.0,4.15,-0.47,17.2474632,3909.5742200000004,4.29,0.067,4.35,1.43,0.03,1.03,0.01,1.15,0.07
285.58553366,44.1741936633,8219107,5805.0,4.14,0.03,15.715817499999998,2292.84058,3.91,0.075,3.99,2.0,0.04,1.4,0.01,1.17,0.07
285.586202261,44.1445436008,8219108,4611.0,2.65,-0.17,14.64534,5598.45508,0.9,-0.123,0.78,38.3,0.78,9.73,0.04,2.0,0.13
285.590188375,44.1637460579,8219111,5696.0,4.22,-0.38,16.2682686,1943.1698,4.83,0.049,4.87,0.88,0.02,0.97,0.01,1.0,0.06
285.591733666,44.11531961439999,8219114,5111.0,3.45,-1.13,16.192075699999997,6618.6298799999995,2.09,-0.013,2.08,11.64,0.24,4.36,0.03,1.06,0.07
285.600737347,44.1756557429,8219140,6212.0,4.21,-0.18,14.516348800000001,1255.28589,4.02,0.1,4.12,1.77,0.04,1.15,0.02,1.2,0.08
285.620511271,44.13169266630001,8219178,5671.0,4.31,-0.71,17.2956028,2600.97583,5.22,0.046,5.27,0.62,0.01,0.82,0.01,0.9,0.06
285.620708397,44.149313697,8219179,5279.0,3.89,-0.47,16.2664375,3226.2002,3.72,0.018,3.74,2.51,0.05,1.9,0.01,1.0,0.06
285.627256697,44.108631892700004,8219185,5814.0,4.13,-0.71,15.4902782,1766.5534699999994,4.25,0.051,4.31,1.49,0.03,1.21,0.01,0.99,0.06
285.628479046,44.125241018000004,8219187,5851.0,4.3,-0.01,14.923564,1113.84399,4.69,0.073,4.76,0.98,0.02,0.97,0.01,1.11,0.07
285.629315044,44.1921463175,8219189,5786.0,4.18,-0.57,16.9089775,3022.2478,4.51,0.051,4.56,1.18,0.02,1.08,0.01,1.0,0.06
285.631117919,44.1655386971,8219192,5214.0,3.84,-0.27,16.178644199999994,3453.5632299999997,3.49,0.017,3.5,3.12,0.06,2.17,0.01,1.06,0.07
285.631995389,44.1443934717,8219194,4942.0,3.41,-0.14,14.812944400000001,2546.70361,2.78,0.005,2.79,6.03,0.12,3.36,0.02,1.29,0.08
285.63715029900004,44.129408693100004,8219199,5530.0,3.72,-0.69,13.7764263,1104.19861,3.56,0.047,3.61,2.84,0.06,1.84,0.02,1.12,0.07
285.640851931,44.119526713199996,8219206,5331.0,3.89,-0.05,15.287478400000001,2330.13306,3.45,0.025,3.48,3.2,0.06,2.1,0.02,1.13,0.07
285.64992575,44.163764111000006,8219223,5710.0,4.13,-0.6,17.126859699999994,3434.8217799999998,4.45,0.049,4.5,1.25,0.03,1.15,0.01,0.99,0.06
285.666348243,44.1199269759,8219255,5312.0,4.53,0.08,15.8410435,1205.58716,5.44,0.024,5.46,0.52,0.01,0.85,0.01,0.93,0.06
285.670413818,44.1417275523,8219259,4874.0,2.43,-0.53,14.6357574,7408.5332,0.29,-0.067,0.22,64.26,1.3,11.27,0.06,2.4,0.15
285.671335593,44.1571935813,8219263,4805.0,2.53,-0.33,14.013859699999998,3658.9965799999995,1.2,-0.067,1.13,27.8,0.56,7.63,0.04,2.27,0.15
280.604421057,44.2152109854,8276762,5810.0,4.02,-0.46,16.1842117,3795.55981,3.29,0.051,3.34,3.63,0.07,1.89,0.02,1.1,0.07
280.641602727,44.208092639899995,8276832,5940.0,4.1,-0.57,16.3139057,2738.62842,4.13,0.054,4.18,1.67,0.03,1.23,0.01,1.07,0.07
280.645499906,44.2164545572,8276837,5222.0,4.45,-0.52,15.6361513,980.09021,5.68,0.016,5.7,0.41,0.01,0.79,0.01,0.8,0.05
280.661873169,44.2014755885,8276853,5279.0,3.74,-0.69,15.927496900000001,3062.0275899999997,3.5,0.023,3.52,3.08,0.06,2.1,0.01,1.04,0.07
280.68462061099996,44.2060545986,8276882,5744.0,4.21,-0.56,16.816291800000002,3269.65771,4.24,0.049,4.29,1.51,0.03,1.24,0.01,0.98,0.06
280.71489384299997,44.2108972954,8276918,5756.0,3.96,-0.08,14.708566699999999,2264.32031,2.93,0.075,3.01,4.93,0.1,2.24,0.02,1.21,0.08
280.731068288,44.206906418,8276947,5989.0,4.2,-0.38,16.4826221,2501.40356,4.49,0.054,4.55,1.2,0.02,1.02,0.01,1.09,0.07
280.742468956,44.2077489572,8276959,5606.0,4.12,-0.31,14.982523,1288.0534699999996,4.43,0.036,4.47,1.28,0.03,1.2,0.01,1.03,0.07
280.758825494,44.237914516400004,8276977,5631.0,3.99,0.26,14.3326006,1253.4638699999996,3.84,0.099,3.94,2.09,0.04,1.52,0.01,1.26,0.08
280.760077111,44.2727770279,8276981,5763.0,3.91,0.32,13.804822,2303.10229,1.99,0.1,2.09,11.45,0.23,3.4,0.03,1.37,0.09
280.762557557,44.2322487156,8276982,5551.0,4.26,-0.09,15.57833,1486.32092,4.72,0.054,4.77,0.97,0.02,1.07,0.01,1.02,0.07
280.765500694,44.2415366794,8276986,6179.0,4.12,-1.73,16.3493271,2839.4172399999998,4.08,0.02,4.1,1.8,0.04,1.17,0.02,0.86,0.06
280.794412621,44.295265846999996,8277031,5659.0,4.2,-0.35,16.0692348,2130.17578,4.43,0.049,4.48,1.28,0.03,1.18,0.01,1.01,0.06
280.79797845900003,44.2501549735,8277037,5591.0,4.24,-0.56,16.838605899999994,2560.3857399999997,4.8,0.036,4.83,0.92,0.02,1.02,0.01,0.93,0.06
280.803855355,44.2442727679,8277048,6040.0,4.2,-0.7,17.3078213,3213.77808,4.77,0.054,4.83,0.92,0.02,0.88,0.01,1.02,0.07
280.811365602,44.2590633788,8277058,4798.0,2.62,-0.32,14.873621,6741.007320000002,0.73,-0.067,0.66,42.74,0.87,9.49,0.05,2.11,0.14
280.817524895,44.279291461999996,8277067,5409.0,4.39,-0.59,16.16852,1525.50732,5.25,0.034,5.29,0.61,0.01,0.89,0.01,0.84,0.05
280.831015451,44.2439611369,8277087,5440.0,4.37,-0.28,16.2123241,1674.46448,5.09,0.034,5.13,0.7,0.01,0.94,0.01,0.91,0.06
280.849719478,44.240109919,8277116,5919.0,4.07,-0.83,17.362306600000004,4600.1176799999985,4.05,0.028,4.08,1.84,0.04,1.29,0.01,1.02,0.07
280.854947471,44.2656892202,8277130,5169.0,3.71,-0.59,13.885993,1185.56897,3.52,0.023,3.54,3.02,0.06,2.17,0.01,1.04,0.07
280.859395469,44.21237059520001,8277141,5878.0,4.18,-1.21,16.7377567,2690.48584,4.59,0.028,4.62,1.12,0.02,1.02,0.01,0.88,0.06
280.864904425,44.2165253871,8277151,5354.0,4.49,-0.35,16.7988873,1736.3527800000006,5.6,0.018,5.62,0.45,0.01,0.78,0.01,0.85,0.05
280.871977515,44.259831456099995,8277161,5524.0,4.37,-0.82,16.6938,1538.83374,5.76,0.016,5.77,0.39,0.01,0.68,0.01,0.82,0.05
280.882808769,44.2408781688,8277173,5756.0,4.12,-0.15,15.1464367,1587.21179,4.14,0.075,4.22,1.62,0.03,1.28,0.01,1.12,0.07
280.88846989,44.256548341800006,8277175,5049.0,4.63,0.02,15.5825739,823.210876,6.01,-0.005,6.0,0.31,0.01,0.73,0.0,0.83,0.05
280.902413927,44.2374571496,8277195,5422.0,4.53,-0.29,16.1197987,1173.33813,5.77,0.034,5.81,0.37,0.01,0.7,0.01,0.88,0.06
280.920273073,44.2387254917,8277217,5723.0,4.3,-0.38,16.9263191,2252.90479,5.16,0.046,5.21,0.65,0.01,0.82,0.01,0.98,0.06
280.92784730299996,44.2223185479,8277227,5309.0,3.75,-0.6,16.7739582,4819.68652,3.36,0.017,3.38,3.51,0.07,2.22,0.02,1.06,0.07
281.050136977,44.294004263299996,8277377,6103.0,4.15,-0.68,16.6941223,2721.1106,4.52,0.054,4.57,1.16,0.02,0.97,0.01,1.06,0.07
281.062019984,44.2639707005,8277392,5792.0,4.27,-0.72,16.941904100000002,2317.88452,5.12,0.048,5.16,0.68,0.01,0.82,0.01,0.93,0.06
281.073429425,44.24722598050001,8277413,5749.0,4.18,-0.04,15.5930405,1767.5271,4.36,0.075,4.43,1.33,0.03,1.17,0.01,1.12,0.07
281.079570403,44.2655632288,8277426,6144.0,4.13,-1.71,17.445621499999998,6351.312010000002,3.43,0.02,3.45,3.28,0.07,1.6,0.02,0.85,0.05
281.080989665,44.28958881649999,8277430,4492.0,2.65,0.21,13.573642699999999,3460.1032700000005,0.88,-0.123,0.76,39.24,0.8,10.37,0.04,2.1,0.13
281.084531481,44.2673898704,8277433,5281.0,4.32,-0.76,16.670063,1975.5824,5.19,0.002,5.19,0.66,0.01,0.97,0.01,0.79,0.05
281.119735566,44.2582283383,8277484,5989.0,4.14,-0.37,14.605003400000001,1666.19141,3.5,0.054,3.55,2.99,0.06,1.61,0.02,1.12,0.07
281.121727751,44.24990595,8277489,5896.0,4.19,-0.47,15.077825500000001,1747.62561,3.87,0.054,3.92,2.13,0.04,1.4,0.02,1.05,0.07
281.135943757,44.2610893162,8277506,5617.0,4.1,-0.39,16.7201633,3452.6604,4.03,0.036,4.07,1.86,0.04,1.44,0.01,1.03,0.07
281.14739330599997,44.225801777799994,8277525,6048.0,4.15,-0.27,15.661525699999999,2190.06836,3.96,0.054,4.01,1.95,0.04,1.28,0.02,1.15,0.07
281.152668327,44.2877991314,8277531,5750.0,4.28,-0.2,16.3616791,2129.9677699999997,4.72,0.073,4.79,0.95,0.02,0.99,0.01,1.04,0.07
281.154354587,44.260017338900006,8277535,6042.0,4.18,-0.6,16.9103889,4461.2089799999985,3.66,0.054,3.72,2.57,0.05,1.47,0.02,1.05,0.07
281.154274315,44.23985583,8277536,5097.0,3.44,-0.71,15.264911699999999,2508.07666,3.27,0.003,3.27,3.87,0.08,2.53,0.02,1.17,0.07
281.16216043599997,44.28013003970001,8277546,5629.0,4.2,-0.54,17.1131992,3367.701170000001,4.48,0.049,4.53,1.22,0.02,1.16,0.01,0.96,0.06
